Titulo,Financiador,Alcance,Descripcion,FechaDeApertura,FechaDeCierre,DuracionEnMeses,Beneficios,Requisitos,MontoMinimo,MontoMaximo,Estado,TipoDeBeneficio,TipoDePerfil,EnlaceDelDetalle,EnlaceDeLaFoto
Programa de Prospección Tecnológica focalizado en vinculación internacional,CORFO,Disponible en los siguientes territorios,"Apoya actividades asociativas de prospección tecnológica, de conocimiento y de mejores prácticas no disponibles a nivel nacional, y su adecuación y transferencia al contexto nacional, que contribuyan a la creación de valor y fortalecimiento de las capacidades de innovación en las empresas.",nan,nan,0,"Sé cofinanciará hasta el 60,00% del costo total del proyecto, con un tope de hasta $25.000.000.- (veinticinco millones de pesos).",Tener RUT chileno,0,0,Disponible,"Sé cofinanciará hasta el 60,00% del costo total del proyecto, con un tope de hasta $25.000.000.- (veinticinco millones de pesos).",,https://corfo.cl/sites/cpp/convocatoria/programa_de_prospeccion_tecnologica_vinculacion_internacional/,https://corfo.cl/sites/cpp/convocatoria/programa_de_prospeccion_tecnologica_vinculacion_internacional/
PAR – REGIÓN DE O’HIGGINS – Gestión Eficiente de Recursos Hídricos 2024,CORFO,nan,"Queremos potenciar a un grupo entre 5 y 15 empresas y/o emprendedores de una localidad o sector económico determinado, para que mejoren su competencia productiva y gestión, desarrollando planes de asistencia técnica, capacitación y cofinanciando la inversión productiva.",05/02/2024,01/12/2025,0,"Hasta $2.000.000 (dos millones de pesos) para actividades de asistencia técnica, capacitación y consultoría.",Tener RUT chileno,0,0,abierto,Asistencia técnica,Proyecto de Inversión,https://corfo.cl/sites/cpp/convocatoria/par_ohiggins_gestion_eficiente_recursos_hidricos/,https://corfo.cl/sites/cpp/convocatoria/par_ohiggins_gestion_eficiente_recursos_hidricos/
FOCAL – REGIÓN DE O’HIGGINS – INDIVIDUAL AVANCE 2023,CORFO,Disponible en los siguientes territorios,"Subsidio que busca contribuir a la diversificación productiva de la Región de O’Higgins, a través de generar condiciones para potenciar el desarrollo de proveedores de servicios a la minería, mediante el fortalecimiento del Capital humano, el fomento de nuevos emprendimientos e incentivo a la innovación tecnológica minera.",25/10/2023,30/12/2025,24,"Cofinanciamiento para la implementación de un documento normativo, con tope de hasta $3.500.000 (tres millones quinientos mil pesos).",Tener RUT chileno,0,3500000,Disponible,Cofinanciamiento,Individuo,https://corfo.cl/sites/cpp/convocatoria/focal_ohiggins_individual_avance-2/,https://corfo.cl/sites/cpp/convocatoria/focal_ohiggins_individual_avance-2/
FOCAL – REGIÓN DE O’HIGGINS – INDIVIDUAL REEMBOLSO 2023,CORFO,Disponible en los siguientes territorios,"Subsidio que busca contribuir a la diversificación productiva de la Región de O’Higgins, a través de generar condiciones para potenciar el desarrollo de proveedores de servicios a la minería, mediante el fortalecimiento del Capital humano, el fomento de nuevos emprendimientos e incentivo a la innovación tecnológica minera.",25/10/2023,30/12/2025,24,"Cofinanciamiento para la implementación de un documento normativo, con tope de hasta $3.500.000 (tres millones quinientos mil pesos).",Tener RUT chileno,0,3500000,En evaluación,Cofinanciamiento,Individual,https://corfo.cl/sites/cpp/convocatoria/focal_ohiggins_individual_reembolso-2/,https://corfo.cl/sites/cpp/convocatoria/focal_ohiggins_individual_reembolso-2/
RED ASOCIATIVA – REGIÓN DE O’HIGGINS – ETAPA DE DIAGNÓSTICO Y DESARROLLO 2023,CORFO,Disponible en los siguientes territorios,"Si tienes interés en participar junto a otras Empresas para mejorar tu oferta de valor y acceder a nuevos mercados, a través del Programa RED Asociativa te apoyamos con asesoría experta para abordar oportunidades de mercado y de mejoramiento tecnológico, desarrollando estrategias de negocios colaborativos, de acuerdo a las características productivas del grupo de empresas. Convocatoria abierta para la Región de O’Higgins.",30/06/2023,30/12/2025,2,Se financiará hasta el 70% del costo total de la Etapa de Diagnóstico y Desarrollo. Con un tope de $8.000.000 (ocho millones de pesos) por proyecto.,"Tener RUT chileno, ser persona natural o jurídica, estar insrito en un programa x",0,800000,Disponible en los siguientes territorios,Asesoría experta,Empresa,https://corfo.cl/sites/cpp/convocatoria/red_asociativa_ohiggins_diagdesa-2/,https://corfo.cl/sites/cpp/convocatoria/red_asociativa_ohiggins_diagdesa-2/photo.jpg
RED ASOCIATIVA – REGIÓN DE O’HIGGINS – ETAPA DE DIAGNÓSTICO Y DESARROLLO 2023,CORFO,Disponible en los siguientes territorios,"Si tienes interés en participar junto a otras Empresas para mejorar tu oferta de valor y acceder a nuevos mercados, a través del Programa RED Asociativa te apoyamos con asesoría experta para abordar oportunidades de mercado y de mejoramiento tecnológico, desarrollando estrategias de negocios colaborativos, de acuerdo a las características productivas del grupo de empresas. Convocatoria abierta para la Región de O’Higgins.",30/06/2023,30/12/2025,2,Se financiará hasta el 70% del costo total de la Etapa de Diagnóstico y Desarrollo. Con un tope de $8.000.000 (ocho millones de pesos) por proyecto.,Tener RUT chileno,0,800000,Disponible en los siguientes territorios,Asesoría experta,Empresa,https://corfo.cl/sites/cpp/convocatoria/red_asociativa_ohiggins_diagdesa/,https://corfo.cl/sites/cpp/convocatoria/red_asociativa_ohiggins_diagdesa/photo
RED MERCADOS – REGIÓN DE O’HIGGINS – ETAPA DE DIAGNÓSTICO Y DESARROLLO 2023,CORFO,Disponible en los siguientes territorios,"Buscamos apoyar a grupos de empresas a incorporar las capacidades y conocimientos necesarios para acceder, directa o indirectamente a mercados internacionales.",30/06/2023,30/12/2025,0,"Para la Etapa de Diagnostico cofinanciara hasta $4.000.000.- (cuatro millones de pesos), por proyecto.","Para la Etapa de Desarrollo, Corfo cofinanciará hasta un 90% del costo total de ésta, con un tope de $40.000.000 (cuarenta millones de pesos), por proyecto.",0,4.000.000,Disponible en los siguientes territorios,"Para la Etapa de Diagnostico cofinanciara hasta $4.000.000.- (cuatro millones de pesos), por proyecto.","Para la Etapa de Desarrollo, Corfo cofinanciará hasta un 90% del costo total de ésta, con un tope de $40.000.000 (cuarenta millones de pesos), por proyecto.",https://corfo.cl/sites/cpp/convocatoria/red_mercados_ohiggins_diagndesar/,https://corfo.cl/sites/cpp/convocatoria/red_mercados_ohiggins_diagndesar/
Red Proveedores – REGIÓN DE O’HIGGINS – ETAPA DE DIAGNÓSTICO Y DESARROLLO 2023,CORFO,Disponible en los siguientes territorios,"Buscamos fortalecer la relación Proveedor – Demandante, promueve el trabajo colaborativo para mejorar la oferta de valor de las empresas y así aumentar la competitividad de la cadena productiva.",30/06/2023,30/12/2025,36,"Etapa Diagnóstico: Corfo cofinanciará hasta un 50% del costo total de la Etapa de Diagnóstico, con un tope de $10.000.000, por proyecto.",Tener RUT chileno,0,1000000,Disponible en los siguientes territorios,Etapa Diagnóstico,Disponible en los siguientes territorios,https://corfo.cl/sites/cpp/convocatoria/red_proveedores_ohiggins_diagndesarrollo/,https://corfo.cl/sites/cpp/convocatoria/red_proveedores_ohiggins_diagndesarrollo/
RED TECNOLÓGICA GTT+ – REGIÓN DE O’HIGGINS – ETAPA DE DIAGNÓSTICO Y DESARROLLO 2023,CORFO,Disponible en los siguientes territorios,"Buscamos empresas con interés en participar junto a otras, para aumentar tu competitividad a través del Programa RED GTT para abordar brechas en ámbitos tecnológicos y de gestión, desarrollando actividades de construcción de capital social de Pymes silvoagropecuarias, a través de la organización y el trabajo en grupo de los productores, de acuerdo con las características productivas del grupo de empresas. Convocatoria abierta para la Región de O’Higgins.",30/06/2023,30/12/2025,30,"Se financiará hasta $3.500.000.- (tres millones quinientos mil pesos) de la Etapa de Diagnóstico, por proyecto.",Tener RUT chileno,0,3500000,Disponible en los siguientes territorios,"Se financiará hasta $3.500.000.- (tres millones quinientos mil pesos) de la Etapa de Diagnóstico, por proyecto.","Se financiará hasta $3.500.000.- (tres millones quinientos mil pesos) de la Etapa de Diagnóstico, por proyecto.",https://corfo.cl/sites/cpp/convocatoria/red_tecnologica_gtt_oh_diag_desar/,https://corfo.cl/sites/cpp/convocatoria/red_tecnologica_gtt_oh_diag_desar/foto.jpg
Garantía PRO-INVERSIÓN,Corfo,Disponible en los siguientes territorios,ES UN MECANISMO DE APOYO para acceder a Financiamiento,nan,nan,0,"Corfo otorga coberturas a las instituciones financieras (Bancos, Cooperativas y Servicios Financieros) con el fin de facilitar el acceso a financiamiento de las empresas",Tener RUT chileno,0,0,Disponible,Coberturas,Empresa,https://corfo.cl/sites/cpp/convocatoria/garantia_pro_inversion/,nan
Programa de Capacitación y Desarrollo de Empresas,CORFO,Capacitacion,"Programa de capacitación para empresas de base tecnológica en Chile, con enfoque en innovación y desarrollo de software.",2023-01-15,2024-03-31,12,"Capacitación en desarrollo de software, mentoría, acceso a recursos tecnológicos, y apoyo en la creación de nuevos productos.","Ser persona natural o jurídica con RUT chileno, presentar un plan de negocios, y demostrar interés en la innovación tecnológica.",0,1000000,En evaluación,Capacitacion,Empresa,https://www.corfo.cl/becascapitalhumano/inicio,https://www.corfo.cl/sites/becascapitalhumano/home/imagenes/logo.png
Fondo de Inversión en Innovación y Desarrollo,CORFO,Apoyo a emprendimientos y proyectos de innovación tecnológica en Chile,"Este fondo busca impulsar la innovación y el desarrollo tecnológico en Chile, apoyando a emprendedores y empresas en diversas áreas.",2023-01-01,2024-03-31,12,"Capacitación, Asesoría técnica, Inversión en infraestructura, Apoyo a la innovación","Ser persona natural o jurídica, tener RUT chileno, estar insrito en un programa X, etc.",0,0,En evaluación,Capacitación,Emprendedor,https://corfo.cl/sites/cpp/convocatoria/convocatoria-de-prueba/,https://corfo.cl/sites/cpp/convocatoria/convocatoria-de-prueba/foto.jpg
Crea y Valida-Eureka,CORFO,Disponible en los siguientes territorios,"Es un apoyo que cofinancia proyectos colaborativos de I+D+i para empresas chilenas que trabajen en el desarrollo de nuevos o mejorados productos (bienes o servicios) y/o procesos, que requieran I+D, desde la fase de prototipo y hasta la fase de validación técnica a escala productiva y/o validación comercial con empresas de países miembros de la Red Eureka, estimulando el intercambio tecnológico y la cooperación internacional en I+D+i entre empresas chilenas y las entidades de los países participantes de la Red Eureka.",nan,nan,0,InnovaChile cofinanciará los proyectos con un tope de hasta $220.000.000.- (doscientos veinte millones de pesos).,Tener RUT chileno,0,0,Disponible en los siguientes territorios,InnovaChile,Empresa,https://corfo.cl/sites/cpp/convocatoria/crea_valida_eureka/,https://corfo.cl/sites/cpp/convocatoria/crea_valida_eureka/foto
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Fondo de Desarrollo y Crecimiento,CORFO,Capacitacion,"Fomenta el desarrollo de empresas y emprendedores en Chile, con especial énfasis en la innovación y el crecimiento sostenible.  Este fondo busca impulsar la competitividad de las empresas chilenas a través de programas de capacitación, asesoría y apoyo financiero.",2018-01-01,2024-03-31,24,"Capacitación, Asesoría técnica, Inversión en infraestructura, Apoyo financiero para emprendimientos.","Ser persona natural o jurídica, estar insrito en un programa X, tener RUT chileno, ser persona jurídica.",0,0,En evaluación,Capacitacion,Administradores,https://corfo.cl/sites/cpp/convocatoria/fondo_de_desarrollo_crecimiento_perfil_administradoras/,https://corfo.cl/sites/cpp/convocatoria/fondo_de_desarrollo_crecimiento_perfil_administradoras/foto.jpg
Fondo de Desarrollo y Crecimiento de Empresas,CORFO,Capacitacion,Fomenta el desarrollo de empresas chilenas a través de programas de capacitación y asesoramiento técnico.,2023-01-01,2024-03-31,12,"Capacitación, Asesoría técnica, Inversión en infraestructura","Tener RUT chileno, Ser persona natural o jurídica, Estar insrito en un programa X",0,0,En evaluación,Creditos,Empresa,https://corfo.cl/sites/cpp/convocatoria/fondo_de_desarrollo_crecimiento_perfil_empresa/,https://corfo.cl/sites/cpp/convocatoria/fondo_de_desarrollo_crecimiento_perfil_empresa/foto.jpg
Fondo de Inversión en Capacitación y Desarrollo,CORFO,Capacitacion,"Fondo para apoyar el desarrollo de talento chileno en áreas estratégicas, con enfoque en la capacitación y el emprendimiento.",2023-01-01,2024-03-31,12,"Capacitación técnica, asesoría, inversión en infraestructura, apoyo a emprendimientos.","Ser persona natural o jurídica chilena, tener RUT, ser inscrito en un programa específico, ser residente en Chile.",0,1000000,En evaluación,Capacitacion,Administrador,https://corfo.cl/sites/cpp/convocatoria/fondo_etapas_tempranas_perfil_administradoras/,https://corfo.cl/sites/cpp/convocatoria/fondo_etapas_tempranas_perfil_administradoras/foto.jpg
Fondo de Inversión en Tecnología,CORFO,Desarrollo de proyectos tecnológicos,"Fomentar la innovación y el emprendimiento tecnológico en Chile, con un enfoque en el sector de la tecnología.",2023-01-01,2024-12-31,12,"Capacitación, Asesoría técnica, Inversión en infraestructura","Ser persona natural o jurídica, estar insrito en un programa X",0,0,En evaluación,Incentivo mujeres,Innovador,https://corfo.cl/sites/cpp/convocatoria/fondo_etapas_tempranas_tecnologicas_perfil_administradoras/,https://corfo.cl/sites/cpp/convocatoria/fondo_etapas_tempranas_tecnologicas_perfil_administradoras/foto.jpg
Garantía COBEX,Corfo,Disponible en los siguientes territorios,ES UN MECANISMO DE APOYO para acceder a Financiamiento,nan,nan,0,"Corfo otorga coberturas a las instituciones financieras (Banco, Cooperativa y Servicios Financieros) con el fin de facilitar el acceso a financiamiento de las empresas","Este programa NO brinda financiamiento directo a la empresa, sino que proporciona un porcentaje de garantía que las entidades financieras solicitarán al momento de otorgar el financiamiento. Las operaciones de financiamiento posibles de acoger a la garantía son; Créditos en cuotas, Carta de crédito de Importación, Forward de moneda, Préstamos anticipado exportador (PAE), Carta de crédito Stand By, Línea de crédito de boleta de garantías Bancarias y Proyectos de Inversión en tierras indígenas. Los financiamientos pueden ser en pesos, UF, dólares y euros. El plazo de las operaciones debe ser superior a 30 días. Se permite incorporar Capital de trabajo o inversión para empresas exportadoras o relacionadas al comercio exterior.",0,0,Disponible en los siguientes territorios,"Corfo otorga coberturas a las instituciones financieras (Banco, Cooperativa y Servicios Financieros) con el fin de facilitar el acceso a financiamiento de las empresas","Este programa NO brinda financiamiento directo a la empresa, sino que proporciona un porcentaje de garantía que las entidades financieras solicitarán al momento de otorgar el financiamiento.",https://corfo.cl/sites/cpp/convocatoria/cobex/,
Garantía ESCALA PRO-INVERSIÓN,Corfo,Disponible en los siguientes territorios,ES UN MECANISMO DE APOYO para acceder a Financiamiento,nan,nan,nan,Corfo otorga condiciones especiales de cobertura.,Tener RUT chileno,0,0,Disponible,Corfo otorga condiciones especiales de cobertura.,"Empresa con planes de crecimiento, aceleración y/o con soluciones innovadoras que hayan sido previamente beneficiarias de un instrumento de las Gerencias de Emprendimiento, Redes y Territorio, Capacidades Tecnológicas o Innova de Corfo y que cuenten con una carta de recomendación entregada por la respectiva gerencia o comité.",https://corfo.cl/sites/cpp/convocatoria/escala_pro_inversion/,nan
Garantía FOGAIN,Corfo,Disponible en los siguientes territorios,ES UN MECANISMO DE APOYO para acceder a CREDITOS,nan,nan,0,"Corfo otorga coberturas a las instituciones financieras (Banco, Cooperativa y Servicios Financieros) con el fin de facilitar el acceso a créditos de las empresas.",Tener RUT chileno,0,0,Disponible,Coberturas,"Micro, Pequeña y Media Empresas",https://corfo.cl/sites/cpp/convocatoria/fogain/,nan
Garantía FOGAIN MUJER,Corfo,Disponible en los siguientes territorios,ES UN MECANISMO DE APOYO para acceder a FINANCIAMIENTO,nan,nan,0,Corfo otorga coberturas a las instituciones financieras con el fin de facilitar el acceso a créditos de las empresas.,Tener RUT chileno,0,0,Disponible,Corfo otorga coberturas a las instituciones financieras con el fin de facilitar el acceso a créditos de las empresas.,"No brinda financiamiento directo a la empresa, sino que proporciona un porcentaje de garantía que las entidades financieras solicitarán al momento de pedir el financiamiento.",https://corfo.cl/sites/cpp/convocatoria/fogain_mujer/,nan
Growth & Scale: Financiamiento Mercados Alternativos,CORFO,Disponible en los siguientes territorios,"Dirigida a startups o scaleups interesadas en ingresar a ScaleX, el nuevo mercado alternativo de la Bolsa de Santiago. Los fondos podrán ser utilizados para cubrir parte de los gastos conducentes a la inscripción en ScaleX, tales como la realización de due diligence integral de la startup o para sufragar los derechos de cotización y comisiones definidas por la bolsa.",nan,nan,0,"El subsidio pretende costear parte de los gastos conducentes a la inscripción en ScaleX, tales como la realización del due diligence integral de la startup, o para sufragar los derechos de cotización y comisiones definidas por la Bolsa.",Tener RUT chileno,0,0,Disponible,"El subsidio pretende costear parte de los gastos conducentes a la inscripción en ScaleX, tales como la realización del due diligence integral de la startup, o para sufragar los derechos de cotización y comisiones definidas por la Bolsa.",Startup o Scaleup,https://corfo.cl/sites/cpp/convocatoria/growth_scale_financiamiento_mercados_alternativos/,https://corfo.cl/sites/cpp/convocatoria/growth_scale_financiamiento_mercados_alternativos/
Innova Región Atacama 2025,CORFO,Disponible en los siguientes territorios,"Apoyamos el desarrollo de nuevos o mejorados productos (bienes o servicios) y/o procesos desde la fase de prototipo, hasta la fase de validación técnica a escala productiva y/o validación comercial, que aporten a la economía regional y fortalezcan las capacidades de innovación en la empresa en los ámbitos minería, agroindustria, eficiencia hídrica y energética.",nan,nan,0,Se cofinanciará los proyectos con un tope de hasta $60.000.000.- (sesenta millones de pesos).,Tener RUT chileno,0,0,Disponible en los siguientes territorios,"Se financiará un porcentaje del costo total del proyecto, dependiendo de los ingresos por ventas del beneficiario:",Empresas Micro y pequeña (ventas por hasta 25.000 UF anual): hasta 80%,https://corfo.cl/sites/cpp/convocatoria/innova-region-atacama-2025/,https://corfo.cl/sites/cpp/convocatoria/innova-region-atacama-2025/cover.jpg
Fondo de Inversión en Innovación y Desarrollo,CORFO,Capacitacion,"Fomentar el desarrollo de empresas innovadoras en Chile, con énfasis en la tecnología y el emprendimiento.",2023-01-01,2024-03-31,12,"Capacitacion, Asesoría técnica, Inversión en infraestructura","Tener RUT chileno, Ser persona natural o jurídica, Estar insrito en un programa X",0,0,En evaluación,Capacitacion,Emprendedor,https://corfo.cl/sites/cpp/incentivo_tributario/,https://corfo.cl/sites/cpp/incentivo_tributario/foto.jpg
PAR GESTIÓN EFICIENTE DE RECURSOS HÍDRICOS – REGIÓN DE O’HIGGINS 2022,CORFO,Disponible en los siguientes territorios,"Subsidio que busca mejorar el potencial productivo y fortalecer la gestión de las empresas y/o emprendedores de un territorio, apoyando proyectos vinculados a la sustentabilidad medioambiental, que incorporen la gestión eficiente de recursos hídricos, fomentando el desarrollo de sus competencias y capacidades y cofinanciando proyectos de inversión, que les permitan acceder a nuevas oportunidades de negocio y/o mantener las existentes.",nan,nan,0,"Hasta $2.000.000 (dos millones de pesos) para actividades de asistencia técnica, capacitación y consultoría.",Tener RUT chileno,0,0,Disponible,"Asistencia técnica, capacitación y consultoría",Emprendedores,https://corfo.cl/sites/cpp/convocatoria/par_gestion_eficiente_de_recursos_hidricos_ohiggins/,https://corfo.cl/sites/cpp/convocatoria/par_gestion_eficiente_de_recursos_hidricos_ohiggins/
PAR MULTISECTORIAL IDENTIDAD REGIONAL Y PATRIMONIAL – REGIÓN DE O’HIGGINS – AÑO 2023,CORFO,Disponible en los siguientes territorios,"Queremos potenciar a un grupo entre 5 y 15 empresas y/o emprendedores de una localidad o sector económico determinado, para que mejoren su competencia productiva y gestión, desarrollando planes de asistencia técnica, capacitación y cofinanciando la inversión productiva.",nan,nan,0,"Hasta $2.000.000 (dos millones de pesos) para actividades de asistencia técnica, capacitación y consultoría.",Tener RUT chileno,0,0,En evaluación,"Asistencia técnica, capacitación y consultoría",Proyecto de Inversión,https://corfo.cl/sites/cpp/convocatoria/par_multisectorial_identidad_regional_y_patrimonial_oh/,https://corfo.cl/sites/cpp/convocatoria/par_multisectorial_identidad_regional_y_patrimonial_oh/foto
PAR MULTISECTORIAL INCLUSIÓN – REGIÓN DE O’HIGGINS – AÑO 2023,CORFO,Disponible en los siguientes territorios,"Queremos potenciar a un grupo entre 5 y 15 empresas y/o emprendedores de una localidad o sector económico determinado, para que mejoren su competencia productiva y gestión, desarrollando planes de asistencia técnica, capacitación y cofinanciando la inversión productiva.",nan,nan,0,"Hasta $2.000.000 (dos millones de pesos) para actividades de asistencia técnica, capacitación y consultoría.",Tener RUT chileno,0,0,Disponible,"Asistencia técnica, capacitación y consultoría",Proyecto de Inversión,https://corfo.cl/sites/cpp/convocatoria/par_multisectorial_inclusion_oh/,
,,,,,,,,,,,,,,,
Programa Red Asociativa - Etapa Desarrollo,CORFO,Metropolitana,"El Programa Red Asociativa permite participar junto a otras Empresas para mejorar tu oferta de valor y acceder a nuevos mercados, a través del Programa RED Asociativa te apoyamos con asesoría experta para abordar oportunidades de mercado y de mejoramiento tecnológico, desarrollando estrategias de negocios colaborativos, de acuerdo con las características productivas del grupo de empresas.",nan,nan,0,"Corfo cofinanciará hasta un 70% del costo total de la Etapa de Desarrollo, con un tope de $40.000.000, por proyecto.",Tener RUT chileno,0,0,En evaluación,"Corfo cofinanciará hasta un 70% del costo total de la Etapa de Desarrollo, con un tope de $40.000.000, por proyecto.",Red Asociativa,https://corfo.cl/sites/cpp/convocatoria/red-asociativa-metropolitana-1ra-convocatoria-desarrollo-2025/,https://corfo.cl/sites/cpp/convocatoria/red-asociativa-metropolitana-1ra-convocatoria-desarrollo-2025/foto.jpg
Red Tecnológica GTT+,CORFO,Disponible en los siguientes territorios,"Si tienes interés en participar junto a otras empresas del sector silvoagropecuario en un proyecto GTT+, los invitamos a postular al programa GTT+. Esta línea de apoyo busca que grupos de entre 10 y 15 empresas puedan, a través del intercambio entre pares y asistencias técnicas, cerrar brechas tecnológicas y de gestión, incorporando herramientas y mejores prácticas productivas, fomentando la construcción de alianzas entre los empresarios para ampliar el capital relacional, mejorar su productividad y posición competitiva.",nan,nan,0,"Cofinanciamiento: Hasta $3.500.000.- (tres millones quinientos mil pesos), para la Etapa de Diagnóstico.",Tener RUT chileno,0,0,Disponible,Cofinanciamiento,Participación,https://corfo.cl/sites/cpp/convocatoria/gtt/,https://corfo.cl/sites/cpp/convocatoria/gtt/foto
Solicitud previa de aprobación de proyectos de I+D – artículo 41 G LIR,CORFO,Disponible en los siguientes territorios,"Procedimiento para solicitar a Corfo, en el marco del régimen ProPyme de la letra D del artículo 14 de la LIR, la certificación previa de acuerdos que se celebren para el financiamiento mediante la participación en Pymes, con la finalidad de apoyar puesta en marcha, desarrollo o crecimiento de emprendimientos o de proyectos de innovación tecnológica. En mérito de dicha certificación, no se entenderán entidades relacionadas con la Pyme, aquellas que participen en ella con ese fin y, por lo tanto, no se consideran para el cálculo de los ingresos brutos de la Pyme.",nan,nan,0,nan,Tener RUT chileno,0,0,Disponible,nan,nan,https://corfo.cl/sites/cpp/convocatoria/solicitud_aprobacion_proyectos_excepcion_rentas_pasivas/,https://corfo.cl/sites/cpp/convocatoria/solicitud_aprobacion_proyectos_excepcion_rentas_pasivas/
Solicitud previa de certificación de acuerdos – artículo 14 LIR,CORFO,Disponible en los siguientes territorios,"Procedimiento para solicitar a Corfo, en el marco del régimen ProPyme de la letra D del artículo 14 de la LIR, la certificación previa de acuerdos que se celebren para el financiamiento mediante la participación en Pymes, con la finalidad de apoyar puesta en marcha, desarrollo o crecimiento de emprendimientos o de proyectos de innovación tecnológica. En mérito de dicha certificación, no se entenderán entidades relacionadas con la Pyme, aquellas que participen en ella con ese fin y, por lo tanto, no se consideran para el cálculo de los ingresos brutos de la Pyme.",nan,nan,nan,nan,Tener RUT chileno,nan,nan,nan,nan,nan,https://corfo.cl/sites/cpp/convocatoria/certificacion_acuerdo_financiamiento_participacion_pyme/,nan
