RUT,Error,RazonSocial,TipoSubtipo,Actividades,RutConfirmado
650742575,,FUNDACION PARA EL DESARROLLO SUSTENTABLE DE FRUTILLAR,Org. Sin Fines de Lucro 813 - Fundacion,"702000 - Actividades de Consultoria de Gestion 941200 - Actividades de Asociaciones Profesionales 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas 949909 - Actividades de Otras Asociaciones N.C.P.",65.074.257-5
650756444,,FUNDACION CSIRO-CHILE RESEARCH,Org. Sin Fines de Lucro 813 - Fundacion,721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 749002 - Servicios de Traduccion E Interpretacion Prestados Por Empresas 854909 - Otros Tipos de Enseñanza N.C.P.,65.075.644-4
65076479,Sin resultados,,,,
650766989,,CORPORACION YO TAMBIEN,Org. Sin Fines de Lucro 814 - Corporacion,990000 - Actividades de Organizaciones y Organos Extraterritoriales,65.076.698-9
650776003,,O N G DE DESARROLLO CORPORACION DE DESARROLLO LONKO KILAPANG,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,702000 - Actividades de Consultoria de Gestion,65.077.600-3
650802845,,CORPORACION MUNICIPAL DE TURISMO VICUNA,Org. Sin Fines de Lucro 814 - Corporacion,"841200 - Regulacion de Las Actividades de Organismos Que Prestan Servicios Sanitarios, Educativos, Culturales 932909 - Otras Actividades de Esparcimiento y Recreativas N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.080.284-5
650812832,,FUNDACION LEITAT CHILE,Org. Sin Fines de Lucro 813 - Fundacion,949909 - Actividades de Otras Asociaciones N.C.P.,65.081.283-2
650816412,,LO BARNECHEA EMPRENDE,"Org. Sin Fines de Lucro 811 - Junta de Vecinos, Org. Comunitaria",702000 - Actividades de Consultoria de Gestion 949909 - Actividades de Otras Asociaciones N.C.P.,65.081.641-2
650830954,Sin resultados,,,,
650848462,,FUNDACION CERROS ISLA,Org. Sin Fines de Lucro 813 - Fundacion,"464905 - Venta Al Por Mayor de Libros 476101 - Venta Al Por Menor de Libros En Comercios Especializados 702000 - Actividades de Consultoria de Gestion 711001 - Servicios de Arquitectura (diseño de Edificios, Dibujo de Planos de Construccion, Entre Otros) 932909 - Otras Actividades de Esparcimiento y Recreativas N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.084.846-2
650869990,,FUNDACION PATIO VIVO,Org. Sin Fines de Lucro 813 - Fundacion,"855000 - Actividades de Apoyo A La Enseñanza 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.086.999-0
650879465,,CORPORACION CONSTRUYENDO MIS SUENOS,Org. Sin Fines de Lucro 814 - Corporacion,"702000 - Actividades de Consultoria de Gestion 803000 - Actividades de Investigacion (incluye Actividades de Investigadores y Detectives Privados) 823000 - Organizacion de Convenciones y Exposiciones Comerciales 854909 - Otros Tipos de Enseñanza N.C.P. 941100 - Actividades de Asociaciones Empresariales y de Empleadores 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.087.946-5
650881222,,FUNDACION PARQUE CIENTIFICO TECNOLOGICO DE LA REGION DE ANTOFAGASTA,Org. Sin Fines de Lucro 813 - Fundacion,"661903 - Empresas de Asesoria y Consultoria En Inversion Financiera, Sociedades de Apoyo Al Giro 681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.",65.088.122-2
650886666,,COOPERATIVA PESQUERA Y COMERCIALIZADORA CALETA SAN PEDRO,Org. Sin Fines de Lucro 817 - Cooperativa,"102020 - Elaboracion y Conservacion de Salmonidos 463013 - Venta Al Por Mayor de Productos Del Mar (pescados, Mariscos y Algas) 472104 - Venta Al Por Menor En Comercios Especializados de Pescado, Mariscos y Productos Conexos",65.088.666-6
650899466,,COOPERATIVA M-31 DE TONGOY,Org. Sin Fines de Lucro 817 - Cooperativa,"032130 - Reproduccion y Cria de Moluscos, Crustaceos y Gusanos Marinos 032140 - Servicios Relacionados con La Acuicultura Marina 463013 - Venta Al Por Mayor de Productos Del Mar (pescados, Mariscos y Algas) 472104 - Venta Al Por Menor En Comercios Especializados de Pescado, Mariscos y Productos Conexos",65.089.946-6
650910567,,COOPERATIVA DE TRABAJO PARA EL DESARROLLO LOCAL Y LA ECONOMÍA SOLIDARIA,Org. Sin Fines de Lucro 817 - Cooperativa,"016100 - Actividades de Apoyo A La Agricultura 479909 - Otras Actividades de Venta Por Menor No Realizadas En Comercios, Puestos de Venta o Mercados N.C.P. 702000 - Actividades de Consultoria de Gestion 854909 - Otros Tipos de Enseñanza N.C.P.",65.091.056-7
650911466,,CORP. REG.. AYSEN DE INV. Y DES. COOPER. CENTRO DE INV.EN ECOSIST.DE LA PATAGONI,Org. Sin Fines de Lucro 814 - Corporacion,949909 - Actividades de Otras Asociaciones N.C.P.,65.091.146-6
650922875,,FUNDACION CENTRO DE ESTUDIOS DE MONTANA,Org. Sin Fines de Lucro 813 - Fundacion,"702000 - Actividades de Consultoria de Gestion 854100 - Enseñanza Deportiva y Recreativa 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.092.287-5
650923537,,FUNDACION LABORATORIO CAMBIO SOCIAL,Org. Sin Fines de Lucro 813 - Fundacion,949909 - Actividades de Otras Asociaciones N.C.P.,65.092.353-7
650941675,,FUNDACION TANTI,Org. Sin Fines de Lucro 813 - Fundacion,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas 949909 - Actividades de Otras Asociaciones N.C.P.",65.094.167-5
650945573,,ASOCIACION CHILENA DE BIOMASA A.G,Org. Sin Fines de Lucro 815 - Asoc. Gremial,749001 - Asesoria y Gestion En La Compra o Venta de Pequeñas y Medianas Empresas,65.094.557-3
650946324,,COOPERATIVA DE TRASHUMANTES DE ILLAPEL,Org. Sin Fines de Lucro 817 - Cooperativa,105000 - Elaboracion de Productos Lacteos 462020 - Venta Al Por Mayor de Animales Vivos 477391 - Venta Al Por Menor de Alimento y Accesorios para Mascotas En Comercios Especializados 492300 - Transporte de Carga Por Carretera,65.094.632-4
650983033,,FUNDACION INSTITUTO DE INVESTIGACION AUSTRAL,Org. Sin Fines de Lucro 813 - Fundacion,"681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles 702000 - Actividades de Consultoria de Gestion 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 803000 - Actividades de Investigacion (incluye Actividades de Investigadores y Detectives Privados) 823000 - Organizacion de Convenciones y Exposiciones Comerciales 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.098.303-3
650983084,,FUNDACION LEGADO CHILE,Org. Sin Fines de Lucro 813 - Fundacion,712009 - Otros Servicios de Ensayos y Analisis Tecnicos (excepto Actividades de Plantas de Revision Tecnica) 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 854909 - Otros Tipos de Enseñanza N.C.P.,65.098.308-4
651010403,,WORLD WILDLIFE FUND INC,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P. 990000 - Actividades de Organizaciones y Organos Extraterritoriales,65.101.040-3
651020190,,FUNDACION PARA LA INCLUSION TECNOLOGICA KODEA,Org. Sin Fines de Lucro 813 - Fundacion,731001 - Servicios de Publicidad Prestados Por Empresas 823000 - Organizacion de Convenciones y Exposiciones Comerciales 854909 - Otros Tipos de Enseñanza N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.,65.102.019-0
651031702,,ASOC NACIONAL DE SOMMELIERS DE CHILE A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,65.103.170-2
651034892,,FUNDACION NUCLEO NATIVO,Org. Sin Fines de Lucro 813 - Fundacion,"013000 - Cultivo de Plantas Vivas Incluida La Produccion En Viveros (excepto Viveros Forestales) 854909 - Otros Tipos de Enseñanza N.C.P. 855000 - Actividades de Apoyo A La Enseñanza 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.103.489-2
651040825,,CORPORACION CONSORCIO LECHERO,Org. Sin Fines de Lucro 814 - Corporacion,721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria,65.104.082-5
651080746,,FUNDACION UC DAVIS CHILE LIFE SCIENCES INNOVATION CENTER,Org. Sin Fines de Lucro 813 - Fundacion,"721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 854909 - Otros Tipos de Enseñanza N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.108.074-6
651134099,,FUNDACION HUELLA LOCAL,Org. Sin Fines de Lucro 813 - Fundacion,"422000 - Construccion de Proyectos de Servicio Publico 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas 949909 - Actividades de Otras Asociaciones N.C.P.",65.113.409-9
651137322,,CORPORACION CHILENA DE INVESTIGACION DEL AGUA,Org. Sin Fines de Lucro 814 - Corporacion,702000 - Actividades de Consultoria de Gestion 803000 - Actividades de Investigacion (incluye Actividades de Investigadores y Detectives Privados),65.113.732-2
651161851,,FUNDACION COCINAMAR,Org. Sin Fines de Lucro 814 - Corporacion,854909 - Otros Tipos de Enseñanza N.C.P.,65.116.185-1
651170745,,ORGANIZACION NO GUBERNAMENTAL DE DESARROLLO VIVIENDA LOCAL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"711001 - Servicios de Arquitectura (diseño de Edificios, Dibujo de Planos de Construccion, Entre Otros)",65.117.074-5
651207940,,FUNDACION  BENEFICA CULTURAL Y EDUCACIONAL TEATRO DEL LAGO,Org. Sin Fines de Lucro 813 - Fundacion,"681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles 702000 - Actividades de Consultoria de Gestion 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 941200 - Actividades de Asociaciones Profesionales 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.120.794-0
651214475,,FUNDACION CHILWE CULTURA MEDIOAMBIENTAL Y COMUNIDAD,Org. Sin Fines de Lucro 813 - Fundacion,949909 - Actividades de Otras Asociaciones N.C.P.,65.121.447-5
651215366,,ASOCIACION DE EXPORTADORES DE CARNE A.G,Org. Sin Fines de Lucro 815 - Asoc. Gremial,949909 - Actividades de Otras Asociaciones N.C.P.,65.121.536-6
65122070,Sin resultados,,,,
651228115,,FUNDACION EN LOS OJOS DE MI MADRE,Org. Sin Fines de Lucro 813 - Fundacion,"854909 - Otros Tipos de Enseñanza N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.122.811-5
651236908,,FUND LUXEMBURGO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,850021 - Enseñanza Preescolar Privada 873000 - Actividades de Atencion En Instituciones para Personas de Edad y Personas con Discapacidad Fisica 889000 - Otras Actividades de Asistencia Social Sin Alojamiento 949909 - Actividades de Otras Asociaciones N.C.P.,65.123.690-8
651252520,,COOPERATIVA AGRICOLA AGROPECUARIOS CANELA LIMITADA,Org. Sin Fines de Lucro 817 - Cooperativa,"014102 - Cria de Ganado Bovino para La Produccion de Carne o Como Ganado Reproductor 015000 - Cultivo de Productos Agricolas En Combinacion con La Cria de Animales (explotacion Mixta) 101011 - Explotacion de Mataderos de Bovinos, Ovinos, Equinos, Caprinos, Porcinos y Camelidos 101020 - Elaboracion y Conservacion de Carne y Productos Carnicos 462010 - Venta Al Por Mayor de Materias Primas Agricolas 462020 - Venta Al Por Mayor de Animales Vivos 462090 - Venta Al Por Mayor de Otras Materias Primas Agropecuarias N.C.P. 463012 - Venta Al Por Mayor de Carne y Productos Carnicos 472102 - Venta Al Por Menor En Comercios Especializados de Carne y Productos Carnicos",65.125.252-0
651254558,,ORGANIZACION NO GUBERNAMENTAL DE DESARROLLO MUSEO CAMPESINO EN MOVTO U ONG MUCAM,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,702000 - Actividades de Consultoria de Gestion 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 803000 - Actividades de Investigacion (incluye Actividades de Investigadores y Detectives Privados),65.125.455-8
651268893,,FUNDACION PATIO DE RECREO,Org. Sin Fines de Lucro 813 - Fundacion,702000 - Actividades de Consultoria de Gestion 855000 - Actividades de Apoyo A La Enseñanza,65.126.889-3
65128810,Sin resultados,,,,
651344883,,COOPERATIVA DE RECICLAJE Y VALORIZACION DE RESIDUOS AGROINDUSTRIALES Y COMUNITAR,Org. Sin Fines de Lucro 817 - Cooperativa,016100 - Actividades de Apoyo A La Agricultura 381100 - Recogida de Desechos No Peligrosos,65.134.488-3
651424038,,ASOCIACION CLUB EXPERIENSATIVA,Org. Sin Fines de Lucro 814 - Corporacion,"477397 - Venta Al Por Menor de Flores, Plantas, Arboles, Semillas y Abonos En Comercios Especializados 869091 - Otros Servicios de Atencion de La Salud Humana Prestados Por Empresas 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.142.403-8
651457122,,COOPERATIVA AGRICOLA Y CAMPESINA LA COMPAÑIA LIMITADA,Org. Sin Fines de Lucro 817 - Cooperativa,462010 - Venta Al Por Mayor de Materias Primas Agricolas,65.145.712-2
651515874,,FUNDACION FOCUS,"Org. Sin Fines de Lucro 811 - Junta de Vecinos, Org. Comunitaria",702000 - Actividades de Consultoria de Gestion,65.151.587-4
651529514,,FUNDACION MEJOR CIUDADANO,Org. Sin Fines de Lucro 813 - Fundacion,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas 949909 - Actividades de Otras Asociaciones N.C.P.",65.152.951-4
651535670,Sin resultados,,,,
651577446,Sin resultados,,,,
651589614,,COOPERATIVA DE TRABAJO CONSTRUCCION SUSTENTABLE,Org. Sin Fines de Lucro 817 - Cooperativa,432900 - Otras Instalaciones para Obras de Construccion 433000 - Terminacion y Acabado de Edificios 439000 - Otras Actividades Especializadas de Construccion 854909 - Otros Tipos de Enseñanza N.C.P.,65.158.961-4
651595126,,ONG DE DESARROLLO TECNOLOGIA CON NOMBRE DE MUJER,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 854909 - Otros Tipos de Enseñanza N.C.P.,65.159.512-6
651605474,,ASOCIACION GREMIAL DE EMPRESAS DE TECNOLOGIA PARA LA INDUSTRIA MUSICAL (MUSTACH),Org. Sin Fines de Lucro 815 - Asoc. Gremial,"631100 - Procesamiento de Datos, Hospedaje y Actividades Conexas",65.160.547-4
651621437,,ASOCIACION DE DESARROLLO AMBIENTAL Y SOCIAL NORTE VERDE O NORTE VERDE,"Org. Sin Fines de Lucro 811 - Junta de Vecinos, Org. Comunitaria","381100 - Recogida de Desechos No Peligrosos 381200 - Recogida de Desechos Peligrosos 383009 - Recuperacion y Reciclamiento de Otros Desperdicios y Desechos N.C.P. 479909 - Otras Actividades de Venta Por Menor No Realizadas En Comercios, Puestos de Venta o Mercados N.C.P. 854909 - Otros Tipos de Enseñanza N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.",65.162.143-7
651623367,,ASOCIACION COMPROMISO EMPRESARIAL PARA EL RECICLAJE,Org. Sin Fines de Lucro 814 - Corporacion,949909 - Actividades de Otras Asociaciones N.C.P.,65.162.336-7
651650038,,CORPORACION PLAN DE DESARROLLO INTEGRADO PUERTO OCTAY O CORPORACION PLAN OCTAY,Org. Sin Fines de Lucro 814 - Corporacion,"702000 - Actividades de Consultoria de Gestion 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas 949909 - Actividades de Otras Asociaciones N.C.P.",65.165.003-8
651650992,,CENTRO TECNOLOGICO PARA LA INNOVACION EN PRODUCTIVIDAD Y SUSTENTABILIDAD EN LA C,Org. Sin Fines de Lucro 814 - Corporacion,"702000 - Actividades de Consultoria de Gestion 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 855000 - Actividades de Apoyo A La Enseñanza 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.165.099-2
651665116,,CORPORACION MUNICIPAL DE FOMENTO   PRODUCTIVO DE ARICA,Org. Sin Fines de Lucro 814 - Corporacion,"477396 - Venta Al Por Menor de Recuerdos, Artesanias y Articulos Religiosos En Comercios Especializados 522120 - Explotacion de Estacionamientos de Vehiculos Automotores y Parquimetros 561000 - Actividades de Restaurantes y de Servicio Movil de Comidas 702000 - Actividades de Consultoria de Gestion 731001 - Servicios de Publicidad Prestados Por Empresas 791200 - Actividades de Operadores Turisticos 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas 960902 - Actividades de Salones de Masajes, Baños Turcos, Saunas, Servicio de Baños Publicos",65.166.511-6
651685648,,COOPERATIVA AGRICOLA PATRON ESPIRAL NEWEN LIMITADA,Org. Sin Fines de Lucro 817 - Cooperativa,011305 - Cultivo de Semillas de Hortalizas 012400 - Cultivo de Frutas de Pepita y de Hueso 462010 - Venta Al Por Mayor de Materias Primas Agricolas 462090 - Venta Al Por Mayor de Otras Materias Primas Agropecuarias N.C.P. 562100 - Suministro de Comidas Por Encargo (servicios de Banqueteria) 702000 - Actividades de Consultoria de Gestion 791200 - Actividades de Operadores Turisticos 854909 - Otros Tipos de Enseñanza N.C.P.,65.168.564-8
651689902,,FUNDACION ACCION RESPONSABILIDAD SOCIAL EMPRESARIAL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"702000 - Actividades de Consultoria de Gestion 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 854909 - Otros Tipos de Enseñanza N.C.P. 941100 - Actividades de Asociaciones Empresariales y de Empleadores 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.168.990-2
651696933,,FUNDACION DINERO Y CONCIENCIA,Org. Sin Fines de Lucro 813 - Fundacion,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.169.693-3
651710839,,ASOCIACION YO CUIDO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"479100 - Venta Al Por Menor Por Correo, Por Internet y Via Telefonica 881000 - Actividades de Asistencia Social Sin Alojamiento para Personas de Edad y Personas con Discapacidad 949909 - Actividades de Otras Asociaciones N.C.P.",65.171.083-9
651719305,,FUND FACULTAD DE CIENCIAS AGRONOMICAS DE LA UNIVERSIDAD DE CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,016100 - Actividades de Apoyo A La Agricultura 949909 - Actividades de Otras Asociaciones N.C.P.,65.171.930-5
651781701,,FUNDACION TODO CHILENTER,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,381100 - Recogida de Desechos No Peligrosos 383009 - Recuperacion y Reciclamiento de Otros Desperdicios y Desechos N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.,65.178.170-1
651807441,,FUNDACION Y,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"661903 - Empresas de Asesoria y Consultoria En Inversion Financiera, Sociedades de Apoyo Al Giro",65.180.744-1
65181538,Sin resultados,,,,
651823080,,ORGANIZACION NO GUBERNAMENTAL DE DESARROLLO INNOVACION DESARROLLO EQUIDAD EDUCAC,Org. Sin Fines de Lucro 814 - Corporacion,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.182.308-0
651843456,,FUNDACION OBSERVA CIUDADANIA,Org. Sin Fines de Lucro 813 - Fundacion,702000 - Actividades de Consultoria de Gestion 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 854909 - Otros Tipos de Enseñanza N.C.P. 855000 - Actividades de Apoyo A La Enseñanza,65.184.345-6
651875684,Sin resultados,,,,
65188179,Sin resultados,,,,
651901553,,FUNDACIÓN IDIA CHILE,Org. Sin Fines de Lucro 813 - Fundacion,016100 - Actividades de Apoyo A La Agricultura 016300 - Actividades Poscosecha 702000 - Actividades de Consultoria de Gestion,65.190.155-3
651901839,,COOPERATIVA CAMPESINA Y COMERCIAL MIMBRALES LIMITADA,Org. Sin Fines de Lucro 817 - Cooperativa,"021002 - Silvicultura y Otras Actividades Forestales (excepto Explotacion de Viveros Forestales) 162900 - Fabricacion de Otros Productos de Madera, de Articulos de Corcho, Paja y Materiales Trenzables 477396 - Venta Al Por Menor de Recuerdos, Artesanias y Articulos Religiosos En Comercios Especializados",65.190.183-9
651902495,,CENTRO NACIONAL DE PILOTAJE DE TECNOLOGIAS PARA LA MINERIA,Org. Sin Fines de Lucro 814 - Corporacion,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.190.249-5
651961440,,COOPERATIVA ARTISTICA Y DIGITAL RONDA LIMITADA,Org. Sin Fines de Lucro 817 - Cooperativa,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.196.144-0
651979560,,RAPA NUI LABSPACE,Org. Sin Fines de Lucro 813 - Fundacion,721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades,65.197.956-0
652074456,,CORPORACIÓN CENTRO NACIONAL DE INTELIGENCIA ARTIFICIAL,Org. Sin Fines de Lucro 814 - Corporacion,"721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 854909 - Otros Tipos de Enseñanza N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",65.207.445-6
652137202,,CORP DE DESARROLLO DEL VALLE DE ACONCAGUA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 949909 - Actividades de Otras Asociaciones N.C.P.,65.213.720-2
652145302,,FUND MINERA LOS PELAMBRES,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,65.214.530-2
65216000,Sin resultados,,,,
65226560,Sin resultados,,,,
65237140,Sin resultados,,,,
653057709,,ORGANIZACION NO GUBERNAMENTAL DE DESARROLLO ORIGEN,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,941200 - Actividades de Asociaciones Profesionales 949909 - Actividades de Otras Asociaciones N.C.P.,65.305.770-9
653192207,,CORP PARQUES PARA CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,960909 - Otras Actividades de Servicios Personales N.C.P.,65.319.220-7
653424000,,ONG CORPORACION ACCION EMPRENDEDORA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,702000 - Actividades de Consultoria de Gestion 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 854902 - Servicios Personales de Educacion,65.342.400-0
65347010,Sin resultados,,,,
653865309,,ORGANIZACION NO GUBERNAMENTAL DE DESARROLLO ESPACIO Y FOMENTO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,65.386.530-9
654091609,,FUND FESTIVAL INTERNACIONAL TEATRO A  MIL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,591400 - Actividades de Exhibicion de Peliculas Cinematograficas y Cintas de Video 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 932909 - Otras Actividades de Esparcimiento y Recreativas N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.,65.409.160-9
654120803,,CENTRO DE INVESTIGACIONES DEL HOMBRE EN EL DESIERTO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades,65.412.080-3
654412707,,ASOC CHILENA DE EMPRESAS DE BIOTECNOLOGIA AG,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,960909 - Otras Actividades de Servicios Personales N.C.P.,65.441.270-7
654577102,Sin resultados,,,,
654579105,,ASOC GREMIAL CHILENA DEL VIDRIO ALUMINIO Y PVC,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"749009 - Otras Actividades Profesionales, Cientificas y Tecnicas N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.",65.457.910-5
65462240,Sin resultados,,,,
654696608,,ASOC GREMIAL NACIONAL DE PRODUCTORES DE ACEITUNAS Y ACEITE DE OLIVA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"472109 - Venta Al Por Menor En Comercios Especializados de Huevos, Confites y Productos Alimenticios N.C.P. 941100 - Actividades de Asociaciones Empresariales y de Empleadores",65.469.660-8
655055207,,ASOC CHILENA DE CHEF A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,65.505.520-7
655259503,,FEDERACION DE PESCADORES ARTESANALES DEL ARCHIPIELAGO DE LAS GUAITECAS,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"463013 - Venta Al Por Mayor de Productos Del Mar (pescados, Mariscos y Algas) 492290 - Otras Actividades de Transporte de Pasajeros Por Via Terrestre N.C.P. 522200 - Actividades de Servicios Vinculadas Al Transporte Acuatico 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 960909 - Otras Actividades de Servicios Personales N.C.P.",65.525.950-3
655331301,,FUNDACION UN TECHO PARA CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,712009 - Otros Servicios de Ensayos y Analisis Tecnicos (excepto Actividades de Plantas de Revision Tecnica) 889000 - Otras Actividades de Asistencia Social Sin Alojamiento,65.533.130-1
65557820,Sin resultados,,,,
655610502,,COMUNIDAD INDIGENA MIGUEL YEVILAO PONOTRO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"011305 - Cultivo de Semillas de Hortalizas 014102 - Cria de Ganado Bovino para La Produccion de Carne o Como Ganado Reproductor 016100 - Actividades de Apoyo A La Agricultura 024002 - Servicios de Corta de Madera A Cambio de Una Retribucion o Por Contrata 103000 - Elaboracion y Conservacion de Frutas, Legumbres y Hortalizas 702000 - Actividades de Consultoria de Gestion 791200 - Actividades de Operadores Turisticos 949909 - Actividades de Otras Asociaciones N.C.P.",65.561.050-2
655815309,,CORPORACION INSTITUTO CHILENO DEL ACERO,Org. Sin Fines de Lucro 814 - Corporacion,469000 - Venta Al Por Mayor No Especializada 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 960909 - Otras Actividades de Servicios Personales N.C.P.,65.581.530-9
656143401,,CORPORACION ENDEAVOR CHILE,Org. Sin Fines de Lucro 814 - Corporacion,"661903 - Empresas de Asesoria y Consultoria En Inversion Financiera, Sociedades de Apoyo Al Giro",65.614.340-1
